old.area.rank,code.ministry,code.smis,code.percode,name.th,name.en,principal,class,network,village,tambon,amphoe,province,postcode,email,website,administration,tel,fax,est,dist.toarea,dist.toamphoe,size,electricity,number.teachers,number.students,number.classrooms,updated,old.area.code,province.code,new.area.code,region,province.name,new.area.name,count.principal,count.viceprincipal,count.teacher,count.assistant,count.empperm,count.staff,count.emptemp,sum.execs,sum.teachers,time.staffdataretrieved
19,1070480367,70022007,480367,เตรียมอุดมศึกษาพัฒนาการ ราชบุรี,Triamudomsuksapatthanakan Ratchaburi,นางสาวเขมิกา จุฬารมย์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 ดอนคลัง,ดอนคลัง,ดำเนินสะดวก,ราชบุรี,70130,T.U.P.Ratchaburi@gmail.com,,ดอนคลัง,032267369,032267369,22 พฤษภาคม 2521,25,15,m,y,17,139,11,05 มิถุนายน 2562 เวลา 10:19:11 น.,8,70,43,C,ราชบุรี,ราชบุรี,0,0,14,0,0,0,2,0,14,2021-07-09 03:36:46.704015
20,1070480377,70022008,480377,ช่องพรานวิทยา,Chongyaphranwittaya,นายมณเฑียร สุดฮะ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 ช่องพราน,เตาปูน,โพธาราม,ราชบุรี,70120,,www.chongpran.ac.th,เขาขวาง,0-3235-9218,032359218 ต่อ 104,01/06/2520,25.5,13.4,m,y,33,606,21,05 มิถุนายน 2559 เวลา 09:35:57 น.,8,70,43,C,ราชบุรี,ราชบุรี,1,0,21,10,0,0,2,1,31,2021-07-09 03:36:47.264518
21,1070480368,70022009,480368,เนกขัมวิทยา,Nekkhamwittaya,นางสาวโสภา ขำเจริญ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 -,แพงพวย,ดำเนินสะดวก,ราชบุรี,70130,nekkhumwithaya@gmail.com,nekk.ac.th,แพงพวย,032720380,-,2527,17,ุ6.6,s,y,16,150,6,22 พฤศจิกายน 2562 เวลา 09:32:20 น.,8,70,43,C,ราชบุรี,ราชบุรี,1,0,8,2,0,1,4,1,10,2021-07-09 03:36:47.809659
22,1070480372,70022010,480372,มัธยมวัดดอนตูม,Matthayom Watdontoom School,นายพรรษกฤช เกตุรัตน์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - -,บ้านโป่ง,บ้านโป่ง,ราชบุรี,70110,watdontoom@hotmail.com,www.dontoom.ac.th,บ้านโป่ง,032200424,032200424,1/04/2492,50,2,l,y,46,609,20,07 ธันวาคม 2561 เวลา 09:12:38 น.,8,70,43,C,ราชบุรี,ราชบุรี,1,0,33,3,2,0,5,1,36,2021-07-09 03:36:48.379459
23,1070480378,70022011,480378,ท่ามะขามวิทยา,thamakhamwittaya,นายอภิเชษฐ์ เกตุกร,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 7 ท่ามะขาม,ดอนทราย,โพธาราม,ราชบุรี,70120,tmwschool70@gmail.com,www.tmwschool.ac.th,,0-32234715,032234714,19 มกราคม พ.ศ.2522,13.1,10.6,m,y,27,343,15,05 มิถุนายน 2562 เวลา 10:18:55 น.,8,70,43,C,ราชบุรี,ราชบุรี,1,0,14,4,1,0,7,1,18,2021-07-09 03:36:48.969296
24,1070480373,70022012,480373,บางแพปฐมพิทยา,bangphaepathomphittaya school,นางสาวเกศสุดา เนรมิตธนไพศาล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 3 บางแพ,บางแพ,บางแพ,ราชบุรี,70160,information@bangpaescool.ac.th,www.bangpacschool.ac.th,เทศบาลตำบลบางแพ,0-3228-3753,032381023,1 พฤศจิกายน 2491,38,2,l,y,69,1011,31,08 พฤษภาคม 2560 เวลา 10:58:13 น.,8,70,43,C,ราชบุรี,ราชบุรี,1,0,49,3,4,1,9,1,52,2021-07-09 03:36:49.528330
25,1070480371,70022013,480371,กรับใหญ่ว่องกุศลกิจพิทยาคม,Krabyai Vongkusolkit Phitthayakhom,นางจันทรา เรือนทองดี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 บ้านห้วยเจริญผล,กรับใหญ่,บ้านโป่ง,ราชบุรี,70190,kwp@krabyai.ac.th,www.krabyai.ac.th,กรับใหญ่,0-3229-1252,032291252,4 มิถุนายน 2514,60,20,l,y,57,1047,29,27 มิถุนายน 2562 เวลา 12:15:58 น.,8,70,43,C,ราชบุรี,ราชบุรี,1,0,40,4,1,1,10,1,44,2021-07-09 03:36:50.101786
26,1070480369,70022014,480369,รัตนราษฎร์บำรุง,Ratanaratbumrung School,นายวรรณชัย รังษี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่,บ้านโป่ง,บ้านโป่ง,ราชบุรี,70110,rattana-school@hotmail.com,www.rr.ac.th,,032-211400,032-210226,4 กรกฎาคม พ.ศ. 2460,36,1,x,y,150,2688,67,03 กรกฎาคม 2562 เวลา 16:40:49 น.,8,70,43,C,ราชบุรี,ราชบุรี,1,4,111,14,3,1,11,5,125,2021-07-09 03:36:50.739938
27,1071020448,71012001,20448,เทพศิรินทร์ลาดหญ้า กาญจนบุรี,Debsirinladya Kanchanaburi,นางวิชญาณี บุญทวี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 ลาดหญ้า,ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,71190,DSLO5@HOTMAIL.COM,WWW.DSL.AC.TH,ลาดหญ้า,034-589242,034589447,17 พฤษภาคม 2516,69,25,l,y,59,847,26,30 มิถุนายน 2559 เวลา 20:37:04 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,2,35,9,1,0,11,3,44,2021-07-09 03:36:51.303013
28,1071020464,71012002,20464,ท่าม่วงราษฎร์บำรุง,Thamuang Rajbumrung,นางสาวแสงอรุณ ประสพกาญจน์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 141,ท่าม่วง,ท่าม่วง,กาญจนบุรี,71110,tmr_info @ yahoo.com,www.tmr.ac.th,ท่าม่วง,034-611034,034612157,17/05/2501,62.7,1,x,y,104,1709,49,16 มิถุนายน 2561 เวลา 10:57:21 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,2,62,19,7,0,12,3,81,2021-07-09 03:36:51.914261
29,1071020465,71012003,20465,หนองขาวโกวิทพิทยาคม,Nongkhaokowitpitthayakom,นายเจษฎา ศรีนวล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 หนองขาว,หนองขาว,ท่าม่วง,กาญจนบุรี,71110,nongkhao.school@gmail.com,www.school.net.th/nongk,หนองขาว,034-586114,034-586114,12 พฤษภาคม 2518,93,12,m,y,17,135,7,08 กุมภาพันธ์ 2561 เวลา 13:54:29 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,0,8,4,1,0,3,1,12,2021-07-09 03:36:52.463358
30,1071020466,71012004,20466,พังตรุราษฎร์รังสรรค์,PANGTRURATRANGSAN,นายแมน พรมภิมาน,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 ดอนดักแย้,พังตรุ,ท่าม่วง,กาญจนบุรี,71110,ptr@sesao8.go.th,ptr.ac.th,หนองสำรอง,034919550,034919550,1 มิถุนายน 2519,70,12,m,y,15,161,7,23 มกราคม 2564 เวลา 10:54:38 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,0,13,0,0,0,1,1,13,2021-07-09 03:36:53.031007
31,1071020476,71012005,20476,ด่านมะขามเตี้ยวิทยาคม,DANMAKHAMTIAWITTHAYAKOM,นายประมวล ศรีบูจันดี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,71260,danmawit@gmail.com,www.dtw.ac.th,ด่านมะขามเตี้ย,034672631,034672631,16/04/2521,74,1,l,y,62,1143,31,01 พฤษภาคม 2561 เวลา 11:06:03 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,0,48,7,1,0,4,1,55,2021-07-09 03:36:53.586400
32,1071020463,71012006,20463,วิสุทธรังษี,visuttharangsi,นายหงษ์ดี ศรีเสน,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 -,ท่าล้อ,ท่าม่วง,กาญจนบุรี,71000,visut_213@hotmail.com,www.visut.ac.th,-,034-511773,034512879,2447,100,2,x,y,301,4058,103,15 ตุลาคม 2561 เวลา 10:33:09 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,3,155,38,4,6,93,4,193,2021-07-09 03:36:54.239009
33,1071020447,71012007,20447,กาญจนานุเคราะห์,Kanchananukroh,ดร.ณรินทร์ ชำนาญดู,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 -,บ้านเหนือ,เมืองกาญจนบุรี,กาญจนบุรี,71000,kanchananukroh@gmail.com,www.kn.ac.th,เทศบาลเมืองกาญจนบุรี,034-511060,034-513253,5 ตุลาคม 2472,90,3,x,y,257,3792,104,09 มิถุนายน 2559 เวลา 15:00:41 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,4,135,37,6,3,72,5,172,2021-07-09 03:36:54.933365
34,1071020449,71012008,20449,เทพมงคลรังษี,THEPMONGKHONRANGSI,นายสมพงษ์ เตชรัตนวรกุล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 -,บ้านเหนือ,เมืองกาญจนบุรี,กาญจนบุรี,71000,thepmk2516@gmail.com,www.thepmk.ac.th,กาญจนบุรี,034511320,034516100,02/05/2517,90,3,x,y,121,1703,56,11 มิถุนายน 2562 เวลา 15:02:55 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,2,48,39,0,3,26,3,87,2021-07-09 03:36:55.565841
35,1071020467,71012009,20467,หนองตากยาตั้งวิริยะราษฎร์บำรุง,NONGTAKYATANGWIRIYARATBUMRUNG,นายโกสิฐ นันทินบัณฑิต,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 12 หนองตากยา,หนองตากยา,ท่าม่วง,กาญจนบุรี,71110,School@nongtakya.ac.th,nongtakya.ac.th,หนองตากยา,034540681,034540681,4 พฤศจิกายน 2525,42,30,m,y,21,290,12,29 มีนาคม 2564 เวลา 12:03:02 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,0,12,5,1,1,1,1,17,2021-07-09 03:36:56.122968
36,1071020468,71012010,20468,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ กาญจนบุรี,Srinagarindra The Princess Mother School Kanchanaburi,นายทำนุ วงษ์น้อย,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 บ้านท่าล้อ,ท่าล้อ,ท่าม่วง,กาญจนบุรี,71000,web_swkj@hotmail.com,www.swkj.ac.th,ท่าล้อ,034-600631,034600632,25 พ.ค. 2539,90,10,l,y,91,1257,37,30 มิถุนายน 2559 เวลา 15:01:18 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,3,64,4,1,2,15,4,68,2021-07-09 03:36:56.761334
37,1071020455,71022001,20455,บ่อพลอยรัชดาภิเษก,Boploirachadaphisek,นายประวิทย์ สิงห์เรือง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1,บ่อพลอย,บ่อพลอย,กาญจนบุรี,71160,-,www.brps.ac.th,บ่อพลอย,0-3458-1235,034628143,9 มิ.ย. 2514,144,1,l,y,74,1056,41,15 มิถุนายน 2560 เวลา 09:20:55 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,2,0,47,7,4,2,10,2,54,2021-07-09 03:36:57.373892
38,1071020458,71022002,20458,ท่ามะกาวิทยาคม,Thamakavitthayakom,นายสุริยะ จันทร์สนอง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 -,ท่ามะกา,ท่ามะกา,กาญจนบุรี,71120,,www.tmk.ac.th,ท่ามะกา,034-541044,034-542205,10/07/2493,57,2,x,y,139,1924,54,04 มกราคม 2561 เวลา 17:23:24 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,4,86,10,1,0,36,5,96,2021-07-09 03:36:58.023288
39,1071020472,71022003,20472,พนมทวนชนูปถัมภ์,PHANOMTHUANCHANUPATHAM SCHOOL,นายพยนต์ ขำขจร,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 8 บ้านทวน,พนมทวน,พนมทวน,กาญจนบุรี,71140,arisa.kan@hotmail.com,ptcn.ac.th,พนมทวน,034-579228,034579313,21พฤศจิกายน 2501,90.4,3,s,y,44,806,28,22 มิถุนายน 2561 เวลา 22:05:16 น.,8,71,3,C,กาญจนบุรี,กาญจนบุรี,1,1,31,7,1,0,2,2,38,2021-07-09 03:36:58.581077
